m,n,instance_number,primal_infeasibility,time_full,gap
10,10,1,3.8163916471489756e-16,5.642436027526856,0.0001840682842612
10,10,2,0.0002347031483718,1.745877981185913,0.0036109474321265
10,10,3,5.5827343745383536e-05,1.7745909690856934,0.0003249512052046
10,10,4,9.863889322524189e-09,5.367543935775757,0.0004164016038926
10,10,5,4.6712838850736265e-05,3.88983416557312,0.0002670288982947
10,10,6,7.155518667911452e-05,4.315984964370728,0.0039989341625208
10,10,7,8.65607216868494e-05,1.1920220851898191,0.0019102294167205
10,10,8,6.548093965146363e-05,2.0743749141693115,0.000295544381083
10,10,9,3.2975447576299674e-05,2.3130459785461426,8.140359343269619e-05
10,10,10,1.898914617511636e-05,2.2839479446411133,0.0015783567561593
17,17,1,1.9804434108465195e-06,67.50003910064697,0.0007334750891604
17,17,2,7.17491386775547e-05,47.77102494239807,0.0009396278196942
17,17,3,5.265223186597244e-05,90.74465107917786,0.0006811980081757
17,17,4,3.847481909579584e-05,75.72816705703735,0.000728040345279
17,17,5,3.7424847540698586e-05,92.25621390342712,0.001878296271554
17,17,6,2.071083000679086e-05,105.19661116600037,0.0012662237402434
17,17,7,1.5098770061230124e-06,80.01699805259705,0.0011608896414712
17,17,8,4.407788695297592e-05,97.26956295967102,0.0002086033861223
17,17,9,5.937881035511367e-05,59.53323721885681,0.0004070690824334
17,17,10,2.621396753921443e-05,87.01051092147827,0.0008684226169097
32,32,1,7.923006217715862e-06,7200.006814002991,0.0011146489132343
32,32,2,1.4656921458875425e-05,7200.001725196838,8.728846136047126e-06
32,32,3,1.680140931414923e-05,7200.004166126251,6.710117209793912e-05
32,32,4,1.5979503341926296e-05,7200.006822109222,0.0051827485517597
32,32,5,3.394274050755234e-05,5469.4335350990295,0.0005566209817203
32,32,6,2.534053409783157e-05,4593.90163898468,0.0036313641319419
32,32,7,8.464439962364831e-06,7200.002700090408,0.0010038366759226
32,32,8,2.1501855606099747e-05,7200.001317977905,0.0064869199633638
32,32,9,4.126545559256172e-05,3680.343950033188,0.0009100891628661
32,32,10,2.643014142958653e-05,5307.550884962082,0.0003381873591943
55,55,1,0.0002815132608047,7200.007593870163,0.0182571467314733
55,55,2,0.0003317032255022,7200.093542814255,0.072850964345618
55,55,3,0.0002588057006034,7200.0128428936005,0.031393743927965
55,55,4,0.0002779491037322,7200.069636106491,0.007249148545986
55,55,5,0.0003189363727906,7200.027080059052,0.0149356343173269
55,55,6,0.0002175444413182,7200.021561145783,0.0600384128629711
55,55,7,0.0002710851309327,7200.057326078415,0.0082589806203875
55,55,8,0.0002382893774876,7200.057324886322,0.0280365712301617
55,55,9,0.0002723587740039,7200.032790184021,0.015959880376993
55,55,10,0.0002182910981647,7200.021316051483,0.2163096776979317
100,100,1,0.0005577857122631,7200.199551105499,0.9038964760167604
100,100,2,0.0005554928511209,7200.576730012894,0.2192314015469018
100,100,3,0.0005587671902911,7200.040503978729,0.1378851445614907
100,100,4,0.000563501728644,7200.34527182579,0.2172924460920069
100,100,5,0.0006052099914117,7200.642054080963,0.2110768173930954
100,100,6,0.0005484687990134,7200.348922014236,0.186392441961312
100,100,7,0.0003845080089684,7200.332590103149,0.0659381790178984
100,100,8,0.0004648421527066,7200.496121883392,0.1731308304210414
100,100,9,0.0005265392021714,7200.84278512001,0.6549878144132171
100,100,10,0.0005521941827515,7200.109715938568,0.8758112090081643
